Age Group,Week,Time Period,Year,Note,State,Avg. Number of Deaths
75-84 years,43,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15225
75-84 years,44,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15451
75-84 years,45,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16727
75-84 years,46,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17150
75-84 years,47,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17975
75-84 years,48,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18253
75-84 years,49,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19254
75-84 years,50,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20345
75-84 years,51,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20521
75-84 years,52,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20718
75-84 years,53,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21338
75-84 years,1,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21407
75-84 years,2,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21418
75-84 years,3,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20494
75-84 years,4,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19070
75-84 years,5,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18330
75-84 years,6,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17116
75-84 years,7,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16377
75-84 years,8,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15192
75-84 years,9,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13935
75-84 years,10,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13028
75-84 years,11,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11955
85 years and older,1,2015-2019,2019,  ,United States,18214
85 years and older,2,2015-2019,2019,  ,United States,18171
85 years and older,3,2015-2019,2019,  ,United States,18525
85 years and older,4,2015-2019,2019,  ,United States,18112
85 years and older,5,2015-2019,2019,  ,United States,18264
85 years and older,6,2015-2019,2019,  ,United States,18208
85 years and older,7,2015-2019,2019,  ,United States,18080
85 years and older,8,2015-2019,2019,  ,United States,18188
85 years and older,9,2015-2019,2019,  ,United States,17838
85 years and older,10,2015-2019,2019,  ,United States,18257
85 years and older,11,2015-2019,2019,  ,United States,18140
85 years and older,12,2015-2019,2019,  ,United States,18040
85 years and older,13,2015-2019,2019,  ,United States,17835
85 years and older,14,2015-2019,2019,  ,United States,17479
85 years and older,15,2015-2019,2019,  ,United States,17055
85 years and older,16,2015-2019,2019,  ,United States,16837
85 years and older,17,2015-2019,2019,  ,United States,16229
85 years and older,18,2015-2019,2019,  ,United States,16424
85 years and older,19,2015-2019,2019,  ,United States,16007
85 years and older,20,2015-2019,2019,  ,United States,16419
85 years and older,21,2015-2019,2019,  ,United States,16275
85 years and older,22,2015-2019,2019,  ,United States,15937
85 years and older,23,2015-2019,2019,  ,United States,15963
85 years and older,24,2015-2019,2019,  ,United States,15966
85 years and older,25,2015-2019,2019,  ,United States,15675
85 years and older,26,2015-2019,2019,  ,United States,15715
85 years and older,27,2015-2019,2019,  ,United States,15549
85 years and older,28,2015-2019,2019,  ,United States,15526
85 years and older,29,2015-2019,2019,  ,United States,15355
85 years and older,30,2015-2019,2019,  ,United States,15385
85 years and older,31,2015-2019,2019,  ,United States,15423
85 years and older,32,2015-2019,2019,  ,United States,15540
85 years and older,33,2015-2019,2019,  ,United States,15248
85 years and older,34,2015-2019,2019,  ,United States,15201
85 years and older,35,2015-2019,2019,  ,United States,15110
85 years and older,36,2015-2019,2019,  ,United States,15515
85 years and older,37,2015-2019,2019,  ,United States,15564
85 years and older,38,2015-2019,2019,  ,United States,15851
85 years and older,39,2015-2019,2019,  ,United States,15904
85 years and older,40,2015-2019,2019,  ,United States,15955
85 years and older,41,2015-2019,2019,  ,United States,16259
85 years and older,42,2015-2019,2019,  ,United States,16704
85 years and older,43,2015-2019,2019,  ,United States,16545
85 years and older,44,2015-2019,2019,  ,United States,16520
85 years and older,45,2015-2019,2019,  ,United States,17097
85 years and older,46,2015-2019,2019,  ,United States,17252
85 years and older,47,2015-2019,2019,  ,United States,17292
85 years and older,48,2015-2019,2019,  ,United States,17151
85 years and older,49,2015-2019,2019,  ,United States,17560
85 years and older,50,2015-2019,2019,  ,United States,18129
85 years and older,51,2015-2019,2019,  ,United States,17824
85 years and older,52,2015-2019,2019,  ,United States,18284
85 years and older,1,2015-2019,2018,  ,United States,21733
85 years and older,2,2015-2019,2018,  ,United States,22636
85 years and older,3,2015-2019,2018,  ,United States,21684
85 years and older,4,2015-2019,2018,  ,United States,21024
85 years and older,5,2015-2019,2018,  ,United States,19941
85 years and older,6,2015-2019,2018,  ,United States,19729
85 years and older,7,2015-2019,2018,  ,United States,19406
85 years and older,8,2015-2019,2018,  ,United States,18693
85 years and older,9,2015-2019,2018,  ,United States,17827
85 years and older,10,2015-2019,2018,  ,United States,17996
85 years and older,11,2015-2019,2018,  ,United States,17794
85 years and older,12,2015-2019,2018,  ,United States,17994
85 years and older,13,2015-2019,2018,  ,United States,17588
85 years and older,14,2015-2019,2018,  ,United States,17274
85 years and older,15,2015-2019,2018,  ,United States,17360
85 years and older,16,2015-2019,2018,  ,United States,16941
85 years and older,17,2015-2019,2018,  ,United States,16905
85 years and older,18,2015-2019,2018,  ,United States,16622
85 years and older,19,2015-2019,2018,  ,United States,15788
85 years and older,20,2015-2019,2018,  ,United States,15349
85 years and older,21,2015-2019,2018,  ,United States,15533
85 years and older,22,2015-2019,2018,  ,United States,15195
85 years and older,23,2015-2019,2018,  ,United States,15622
85 years and older,24,2015-2019,2018,  ,United States,15527
85 years and older,25,2015-2019,2018,  ,United States,15403
85 years and older,26,2015-2019,2018,  ,United States,15167
85 years and older,27,2015-2019,2018,  ,United States,15202
85 years and older,28,2015-2019,2018,  ,United States,15243
85 years and older,29,2015-2019,2018,  ,United States,15275
85 years and older,30,2015-2019,2018,  ,United States,14935
85 years and older,31,2015-2019,2018,  ,United States,14877
85 years and older,32,2015-2019,2018,  ,United States,15031
85 years and older,33,2015-2019,2018,  ,United States,15064
85 years and older,34,2015-2019,2018,  ,United States,14918
85 years and older,35,2015-2019,2018,  ,United States,15281
85 years and older,36,2015-2019,2018,  ,United States,14882
85 years and older,37,2015-2019,2018,  ,United States,15342
85 years and older,38,2015-2019,2018,  ,United States,15458
85 years and older,39,2015-2019,2018,  ,United States,15423
85 years and older,40,2015-2019,2018,  ,United States,15763
85 years and older,41,2015-2019,2018,  ,United States,15830
85 years and older,42,2015-2019,2018,  ,United States,16177
85 years and older,43,2015-2019,2018,  ,United States,16496
85 years and older,44,2015-2019,2018,  ,United States,16807
85 years and older,45,2015-2019,2018,  ,United States,16460
85 years and older,46,2015-2019,2018,  ,United States,16865
85 years and older,47,2015-2019,2018,  ,United States,17189
85 years and older,48,2015-2019,2018,  ,United States,17241
85 years and older,49,2015-2019,2018,  ,United States,17478
85 years and older,50,2015-2019,2018,  ,United States,17872
85 years and older,51,2015-2019,2018,  ,United States,17771
85 years and older,52,2015-2019,2018,  ,United States,17133
85 years and older,1,2015-2019,2017,,United States,19318
85 years and older,2,2015-2019,2017,  ,United States,20114
85 years and older,3,2015-2019,2017,  ,United States,19523
85 years and older,4,2015-2019,2017,  ,United States,19161
85 years and older,5,2015-2019,2017,  ,United States,19262
85 years and older,6,2015-2019,2017,  ,United States,19146
85 years and older,7,2015-2019,2017,  ,United States,19318
85 years and older,8,2015-2019,2017,  ,United States,19027
85 years and older,9,2015-2019,2017,  ,United States,18417
85 years and older,10,2015-2019,2017,  ,United States,18450
85 years and older,11,2015-2019,2017,  ,United States,18008
85 years and older,12,2015-2019,2017,  ,United States,18740
85 years and older,13,2015-2019,2017,  ,United States,17792
85 years and older,14,2015-2019,2017,  ,United States,17222
85 years and older,15,2015-2019,2017,  ,United States,17327
85 years and older,16,2015-2019,2017,  ,United States,16844
85 years and older,17,2015-2019,2017,  ,United States,16729
85 years and older,18,2015-2019,2017,  ,United States,16059
85 years and older,19,2015-2019,2017,  ,United States,15760
85 years and older,20,2015-2019,2017,  ,United States,16030
85 years and older,21,2015-2019,2017,  ,United States,15608
85 years and older,22,2015-2019,2017,  ,United States,15701
85 years and older,23,2015-2019,2017,  ,United States,15701
85 years and older,24,2015-2019,2017,  ,United States,15247
85 years and older,25,2015-2019,2017,  ,United States,15313
85 years and older,26,2015-2019,2017,  ,United States,14987
85 years and older,27,2015-2019,2017,  ,United States,15247
85 years and older,28,2015-2019,2017,  ,United States,14942
85 years and older,29,2015-2019,2017,  ,United States,14856
85 years and older,30,2015-2019,2017,  ,United States,14889
85 years and older,31,2015-2019,2017,  ,United States,15088
85 years and older,32,2015-2019,2017,  ,United States,15117
85 years and older,33,2015-2019,2017,  ,United States,15066
85 years and older,34,2015-2019,2017,  ,United States,14954
85 years and older,35,2015-2019,2017,  ,United States,15289
85 years and older,36,2015-2019,2017,  ,United States,15376
85 years and older,37,2015-2019,2017,  ,United States,15924
85 years and older,38,2015-2019,2017,  ,United States,15622
85 years and older,39,2015-2019,2017,  ,United States,15781
85 years and older,40,2015-2019,2017,  ,United States,16020
85 years and older,41,2015-2019,2017,  ,United States,15777
85 years and older,42,2015-2019,2017,  ,United States,16101
85 years and older,43,2015-2019,2017,  ,United States,16275
85 years and older,44,2015-2019,2017,  ,United States,16645
85 years and older,45,2015-2019,2017,  ,United States,16442
85 years and older,46,2015-2019,2017,  ,United States,16913
85 years and older,47,2015-2019,2017,  ,United States,16734
85 years and older,48,2015-2019,2017,  ,United States,17154
85 years and older,49,2015-2019,2017,  ,United States,17505
85 years and older,50,2015-2019,2017,  ,United States,18177
85 years and older,51,2015-2019,2017,  ,United States,19199
85 years and older,52,2015-2019,2017,  ,United States,19633
85 years and older,1,2015-2019,2016,,United States,18027
85 years and older,2,2015-2019,2016,,United States,18169
85 years and older,3,2015-2019,2016,,United States,17844
85 years and older,4,2015-2019,2016,,United States,17931
85 years and older,5,2015-2019,2016,,United States,17544
85 years and older,6,2015-2019,2016,,United States,17181
85 years and older,7,2015-2019,2016,,United States,17675
85 years and older,8,2015-2019,2016,,United States,17439
85 years and older,9,2015-2019,2016,,United States,17673
85 years and older,10,2015-2019,2016,,United States,17700
85 years and older,11,2015-2019,2016,,United States,17080
85 years and older,12,2015-2019,2016,,United States,17263
85 years and older,13,2015-2019,2016,,United States,16729
85 years and older,14,2015-2019,2016,,United States,16812
85 years and older,15,2015-2019,2016,,United States,16741
85 years and older,16,2015-2019,2016,,United States,16786
85 years and older,17,2015-2019,2016,,United States,15912
85 years and older,18,2015-2019,2016,,United States,15814
85 years and older,19,2015-2019,2016,,United States,15847
85 years and older,20,2015-2019,2016,,United States,15695
85 years and older,21,2015-2019,2016,,United States,15615
85 years and older,22,2015-2019,2016,,United States,15147
85 years and older,23,2015-2019,2016,,United States,15127
85 years and older,24,2015-2019,2016,,United States,15261
85 years and older,25,2015-2019,2016,,United States,14968
85 years and older,26,2015-2019,2016,,United States,15130
85 years and older,27,2015-2019,2016,,United States,14967
85 years and older,28,2015-2019,2016,,United States,15075
85 years and older,29,2015-2019,2016,,United States,14794
85 years and older,30,2015-2019,2016,,United States,14861
85 years and older,31,2015-2019,2016,,United States,14770
85 years and older,32,2015-2019,2016,,United States,14844
85 years and older,33,2015-2019,2016,,United States,15102
85 years and older,34,2015-2019,2016,,United States,15046
85 years and older,35,2015-2019,2016,,United States,14898
85 years and older,36,2015-2019,2016,,United States,15049
85 years and older,37,2015-2019,2016,,United States,15416
85 years and older,38,2015-2019,2016,,United States,15548
85 years and older,39,2015-2019,2016,,United States,15692
85 years and older,40,2015-2019,2016,,United States,15676
85 years and older,41,2015-2019,2016,,United States,16315
85 years and older,42,2015-2019,2016,,United States,16119
85 years and older,43,2015-2019,2016,,United States,16134
85 years and older,44,2015-2019,2016,,United States,16160
85 years and older,45,2015-2019,2016,,United States,16529
85 years and older,46,2015-2019,2016,,United States,16884
85 years and older,47,2015-2019,2016,,United States,16805
85 years and older,48,2015-2019,2016,,United States,17134
85 years and older,49,2015-2019,2016,,United States,17500
85 years and older,50,2015-2019,2016,,United States,17813
85 years and older,51,2015-2019,2016,,United States,18089
85 years and older,52,2015-2019,2016,,United States,18700
85 years and older,1,2015-2019,2015,,United States,21412
85 years and older,2,2015-2019,2015,,United States,21276
85 years and older,3,2015-2019,2015,,United States,20178
85 years and older,4,2015-2019,2015,,United States,19538
85 years and older,5,2015-2019,2015,,United States,19181
85 years and older,6,2015-2019,2015,,United States,18576
85 years and older,7,2015-2019,2015,,United States,18600
85 years and older,8,2015-2019,2015,,United States,18572
85 years and older,9,2015-2019,2015,,United States,18447
85 years and older,10,2015-2019,2015,,United States,18200
85 years and older,11,2015-2019,2015,,United States,17502
85 years and older,12,2015-2019,2015,,United States,17280
85 years and older,13,2015-2019,2015,,United States,17085
85 years and older,14,2015-2019,2015,,United States,16831
85 years and older,15,2015-2019,2015,,United States,16866
85 years and older,16,2015-2019,2015,,United States,16286
85 years and older,17,2015-2019,2015,,United States,16331
85 years and older,18,2015-2019,2015,,United States,16318
85 years and older,19,2015-2019,2015,,United States,15605
85 years and older,20,2015-2019,2015,,United States,15502
85 years and older,21,2015-2019,2015,,United States,15518
85 years and older,22,2015-2019,2015,,United States,15195
85 years and older,23,2015-2019,2015,,United States,15230
85 years and older,24,2015-2019,2015,,United States,15121
85 years and older,25,2015-2019,2015,,United States,15016
85 years and older,26,2015-2019,2015,,United States,15086
85 years and older,27,2015-2019,2015,,United States,14955
85 years and older,28,2015-2019,2015,,United States,15062
85 years and older,29,2015-2019,2015,,United States,15050
85 years and older,30,2015-2019,2015,,United States,14819
85 years and older,31,2015-2019,2015,,United States,14619
85 years and older,32,2015-2019,2015,,United States,14706
85 years and older,33,2015-2019,2015,,United States,14527
85 years and older,34,2015-2019,2015,,United States,14899
85 years and older,35,2015-2019,2015,,United States,14845
85 years and older,36,2015-2019,2015,,United States,14905
85 years and older,37,2015-2019,2015,,United States,15026
85 years and older,38,2015-2019,2015,,United States,15280
85 years and older,39,2015-2019,2015,,United States,14900
85 years and older,40,2015-2019,2015,,United States,15515
85 years and older,41,2015-2019,2015,,United States,15507
85 years and older,42,2015-2019,2015,,United States,15949
85 years and older,43,2015-2019,2015,,United States,15807
85 years and older,44,2015-2019,2015,,United States,15864
85 years and older,45,2015-2019,2015,,United States,15700
85 years and older,46,2015-2019,2015,,United States,16173
85 years and older,47,2015-2019,2015,,United States,16266
85 years and older,48,2015-2019,2015,,United States,16393
85 years and older,49,2015-2019,2015,,United States,16977
85 years and older,50,2015-2019,2015,,United States,16344
85 years and older,51,2015-2019,2015,,United States,16522
85 years and older,52,2015-2019,2015,,United States,16656
85 years and older,1,2020,2020,  ,United States,18388
85 years and older,2,2020,2020,  ,United States,18701
85 years and older,3,2020,2020,  ,United States,18344
85 years and older,4,2020,2020,  ,United States,18067
85 years and older,5,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18226
85 years and older,6,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18207
85 years and older,7,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17961
85 years and older,8,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18094
85 years and older,9,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18037
85 years and older,10,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18122
85 years and older,11,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17871
85 years and older,12,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17677
85 years and older,13,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19338
85 years and older,14,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21952
85 years and older,15,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,24448
85 years and older,16,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,24656
85 years and older,17,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,23594
85 years and older,18,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21773
85 years and older,19,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20252
85 years and older,20,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19801
85 years and older,21,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18462
85 years and older,22,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17573
85 years and older,23,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16883
85 years and older,24,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16631
85 years and older,25,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16429
85 years and older,26,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16789
85 years and older,27,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16966
85 years and older,28,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17235
85 years and older,29,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17911
85 years and older,30,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17991
85 years and older,31,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17964
85 years and older,32,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17756
85 years and older,33,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17924
85 years and older,34,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17835
85 years and older,35,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17640
85 years and older,36,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17168
85 years and older,37,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17114
85 years and older,38,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17254
85 years and older,39,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17897
85 years and older,40,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17347
85 years and older,41,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18058
85 years and older,42,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17801
85 years and older,43,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18654
85 years and older,44,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18836
85 years and older,45,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20328
85 years and older,46,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,20765
85 years and older,47,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21904
85 years and older,48,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,22761
85 years and older,49,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,23607
85 years and older,50,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25372
85 years and older,51,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25222
85 years and older,52,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25462
85 years and older,53,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25836
85 years and older,1,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25321
85 years and older,2,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,25337
85 years and older,3,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,24011
85 years and older,4,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,22463
85 years and older,5,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,21394
85 years and older,6,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,19505
85 years and older,7,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,18944
85 years and older,8,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,17935
85 years and older,9,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,16482
85 years and older,10,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15821
85 years and older,11,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14238
